id,order_id,total_cost,created_on
30753,91976,225,2019-07-31
30754,91982,463,2018-12-25
30755,91984,999,2019-08-11
30756,91986,741,2019-06-13
30757,91989,904,2019-11-02
30758,91993,562,2019-03-19
30759,91996,515,2019-10-20
30760,91997,226,2019-05-02
30761,92000,871,2019-06-10
30762,92005,11,2019-04-10
30763,92010,387,2019-02-28
30764,92016,656,2019-01-31
30765,92017,856,2018-12-25
30766,92018,706,2019-01-22
30767,92020,644,2019-11-28
30768,92021,625,2019-09-14
30769,92025,63,2019-02-08
30770,92026,407,2019-10-12
30771,92029,487,2019-01-27
30772,92030,587,2019-06-14
30773,92033,378,2019-07-19
30774,92035,909,2019-11-11
30775,92036,601,2018-12-30
30776,92038,852,2018-12-18
30777,92041,166,2019-01-06
30778,92042,581,2019-10-11
30779,92043,481,2019-09-20
30780,92047,460,2019-04-18
30781,92055,678,2018-12-19
30782,92058,815,2018-12-12
30783,92059,345,2019-11-10
30784,92063,701,2019-07-21
30785,92065,752,2019-11-05
30786,92079,884,2019-11-15
30787,92083,706,2019-01-30
30788,92084,310,2019-08-18
30789,92087,429,2019-02-18
30790,92090,810,2018-12-01
30791,92091,284,2019-08-22
30792,92093,151,2019-03-18
30793,92095,913,2019-11-24
30794,92100,552,2019-07-09
30795,92102,289,2019-01-20
30796,92106,497,2019-10-28
30797,92108,712,2019-04-02
30798,92110,553,2019-07-30
30799,92113,654,2019-07-18
30800,92114,645,2019-05-02
30801,92116,48,2018-12-31
30802,92117,496,2019-03-21
30803,92121,502,2019-05-11
30804,92123,63,2019-10-04
30805,92125,327,2019-02-16
30806,92126,430,2019-07-20
30807,92128,940,2019-03-05
30808,92132,313,2019-11-12
30809,92133,719,2019-10-30
30810,92138,338,2019-06-17
30811,92143,839,2019-05-28
30812,92145,352,2018-12-07
30813,92148,324,2019-02-05
30814,92150,879,2019-03-13
30815,92156,540,2019-04-28
30816,92159,235,2019-08-26
30817,92160,57,2019-05-10
30818,92162,234,2019-11-29
30819,92166,286,2019-10-04
30820,92168,196,2019-02-04
30821,92170,468,2018-12-19
30822,92174,534,2019-08-20
30823,92176,476,2019-01-08
30824,92180,916,2019-10-20
30825,92185,686,2019-11-20
30826,92187,838,2018-12-21
30827,92194,298,2019-08-30
30828,92195,108,2018-12-11
30829,92199,458,2019-05-27
30830,92200,236,2019-03-19
30831,92203,894,2019-09-22
30832,92207,80,2019-06-08
30833,92209,861,2019-01-31
30834,92211,342,2018-12-09
30835,92217,470,2019-01-01
30836,92221,306,2019-06-28
30837,92223,399,2019-04-18
30838,92225,339,2019-09-04
30839,92233,343,2019-05-29
30840,92236,574,2019-02-07
30841,92239,60,2019-03-07
30842,92241,269,2019-07-13
30843,92243,255,2019-02-24
30844,92248,846,2019-09-05
30845,92250,751,2019-08-12
30846,92253,575,2019-10-07
30847,92254,774,2019-05-27
30848,92260,809,2019-10-25
30849,92261,71,2019-01-10
30850,92262,388,2019-02-17
30851,92271,11,2019-07-24
30852,92272,513,2019-02-27
30853,92275,139,2019-03-02
30854,92279,580,2019-03-29
30855,92280,531,2019-09-21
30856,92283,553,2018-12-19
30857,92284,319,2019-06-23
30858,92293,855,2019-07-20
30859,92294,690,2019-08-14
30860,92297,816,2019-03-04
30861,92298,628,2019-01-18
30862,92300,386,2019-11-30
30863,92305,197,2019-02-14
30864,92306,824,2019-09-28
30865,92309,270,2019-09-10
30866,92312,571,2019-06-02
30867,92313,28,2019-06-29
30868,92316,402,2019-04-11
30869,92317,179,2019-11-16
30870,92318,487,2019-01-30
30871,92321,36,2018-12-11
30872,92324,970,2019-10-21
30873,92327,496,2019-09-26
30874,92329,977,2019-10-11
30875,92333,948,2019-06-27
30876,92338,566,2019-09-20
30877,92349,4,2019-08-30
30878,92354,429,2019-01-31
30879,92356,375,2019-08-27
30880,92357,373,2019-01-29
30881,92360,663,2019-08-09
30882,92365,267,2019-04-29
30883,92367,32,2019-03-17
30884,92368,569,2019-04-17
30885,92371,623,2019-03-01
30886,92372,790,2018-12-17
30887,92373,737,2019-07-09
30888,92374,580,2019-08-06
30889,92376,327,2019-08-01
30890,92377,544,2019-07-16
30891,92380,4,2019-06-02
30892,92387,626,2019-03-30
30893,92388,884,2019-09-17
30894,92390,886,2019-02-01
30895,92392,872,2018-12-01
30896,92393,61,2018-12-09
30897,92397,245,2019-10-06
30898,92402,452,2019-08-26
30899,92407,471,2019-03-21
30900,92408,540,2018-12-27
30901,92410,988,2019-04-26
30902,92414,673,2019-02-25
30903,92424,665,2019-09-02
30904,92425,127,2019-01-05
30905,92426,552,2019-03-23
30906,92427,129,2019-11-20
30907,92429,385,2019-01-02
30908,92430,457,2019-04-05
30909,92438,836,2019-09-07
30910,92439,619,2019-03-19
30911,92444,760,2019-09-02
30912,92445,632,2019-11-11
30913,92453,122,2019-06-13
30914,92455,959,2019-03-29
30915,92456,668,2019-08-04
30916,92461,798,2019-03-12
30917,92463,861,2019-03-19
30918,92468,447,2019-09-28
30919,92477,383,2019-10-22
30920,92478,980,2019-08-29
30921,92480,689,2018-12-02
30922,92485,614,2019-11-08
30923,92489,944,2019-04-05
30924,92490,191,2019-09-24
30925,92491,830,2019-10-05
30926,92493,708,2019-02-03
30927,92495,502,2018-12-17
30928,92496,537,2019-02-18
30929,92497,461,2019-11-09
30930,92502,26,2019-06-14
30931,92504,924,2019-05-21
30932,92508,939,2019-07-07
30933,92509,189,2019-10-27
30934,92510,344,2019-08-25
30935,92518,571,2019-01-13
30936,92521,53,2019-09-04
30937,92523,129,2019-04-11
30938,92526,991,2019-04-18
30939,92528,21,2019-11-27
30940,92531,317,2019-03-16
30941,92539,744,2019-06-16
30942,92546,753,2018-12-12
30943,92548,249,2019-07-06
30944,92552,846,2019-05-02
30945,92554,472,2018-12-20
30946,92561,244,2019-03-08
30947,92562,3,2019-03-29
30948,92563,520,2019-10-11
30949,92564,251,2019-06-19
30950,92566,253,2019-11-10
30951,92567,900,2019-10-03
30952,92573,874,2019-06-01
30953,92575,788,2019-11-10
30954,92576,228,2018-12-09
30955,92581,411,2019-09-08
30956,92582,43,2019-05-08
30957,92589,18,2019-01-08
30958,92590,659,2019-07-01
30959,92592,64,2019-03-08
30960,92594,476,2019-08-09
30961,92596,751,2019-02-11
30962,92599,541,2019-08-23
30963,92600,755,2019-04-20
30964,92605,941,2019-04-18
30965,92606,187,2019-03-21
30966,92607,645,2019-03-28
30967,92608,524,2019-04-28
30968,92609,149,2019-01-05
30969,92615,893,2019-04-19
30970,92618,757,2019-09-10
30971,92622,824,2019-01-19
30972,92625,785,2019-09-25
30973,92632,324,2019-09-01
30974,92634,706,2018-12-01
30975,92635,29,2019-10-17
30976,92636,819,2019-02-25
30977,92638,728,2019-05-18
30978,92644,758,2019-09-07
30979,92649,534,2019-08-03
30980,92650,587,2019-04-24
30981,92654,374,2018-12-15
30982,92656,960,2019-07-18
30983,92657,474,2018-12-22
30984,92663,884,2019-04-27
30985,92666,178,2019-01-10
30986,92670,677,2019-04-24
30987,92671,204,2019-03-31
30988,92672,630,2019-08-25
30989,92676,80,2019-05-27
30990,92680,988,2019-10-27
30991,92683,270,2019-03-12
30992,92687,812,2019-05-15
30993,92689,865,2019-01-10
30994,92694,784,2019-04-25
30995,92697,363,2019-01-10
30996,92699,748,2018-12-06
30997,92706,843,2019-01-05
30998,92715,122,2019-02-12
30999,92716,556,2019-02-21
31000,92719,409,2019-11-30
31001,92721,861,2019-11-04
31002,92722,980,2019-08-25
31003,92723,500,2019-02-22
31004,92726,830,2019-05-31
31005,92727,595,2019-01-20
31006,92729,156,2019-05-30
31007,92732,378,2019-09-12
31008,92734,173,2019-01-11
31009,92739,29,2019-05-27
31010,92742,820,2019-09-26
31011,92743,515,2018-12-07
31012,92746,377,2019-07-18
31013,92747,501,2019-04-20
31014,92748,652,2019-02-25
31015,92749,115,2019-05-25
31016,92752,656,2019-02-06
31017,92754,653,2019-03-17
31018,92755,440,2019-04-10
31019,92764,518,2019-07-09
31020,92765,996,2018-12-23
31021,92766,676,2019-09-01
31022,92770,463,2019-10-24
31023,92772,204,2019-01-01
31024,92773,514,2019-07-14
31025,92774,99,2019-11-24
31026,92777,226,2019-02-19
31027,92782,122,2018-12-15
31028,92783,407,2019-05-26
31029,92784,743,2019-02-27
31030,92789,905,2019-10-15
31031,92790,424,2019-05-29
31032,92791,146,2019-04-11
31033,92795,609,2019-07-04
31034,92798,502,2019-08-01
31035,92801,379,2019-01-21
31036,92803,736,2019-07-18
31037,92804,673,2019-11-16
31038,92805,990,2019-03-27
31039,92806,544,2018-12-26
31040,92808,109,2019-11-13
31041,92811,441,2019-04-06
31042,92813,864,2019-09-17
31043,92819,405,2019-01-12
31044,92833,93,2019-11-10
31045,92835,829,2019-05-28
31046,92838,832,2019-06-29
31047,92841,556,2019-08-11
31048,92842,915,2019-07-20
31049,92844,416,2019-05-06
31050,92849,684,2019-07-09
31051,92853,77,2019-10-23
31052,92855,282,2019-07-22
31053,92861,878,2019-01-15
31054,92865,806,2019-09-01
31055,92866,7,2019-06-29
31056,92869,809,2019-01-25
31057,92870,178,2019-02-03
31058,92876,117,2019-05-15
31059,92893,546,2019-09-14
31060,92895,843,2019-02-09
31061,92898,417,2019-08-19
31062,92899,327,2019-05-22
31063,92902,954,2019-09-22
31064,92903,326,2019-05-07
31065,92904,958,2018-12-12
31066,92909,369,2019-04-26
31067,92912,224,2018-12-29
31068,92913,58,2019-05-17
31069,92916,86,2019-06-17
31070,92919,275,2019-05-02
31071,92920,32,2019-08-01
31072,92923,694,2019-03-24
31073,92932,622,2019-10-02
31074,92938,878,2019-08-10
31075,92939,328,2019-08-19
31076,92941,190,2019-06-30
31077,92946,474,2019-06-09
31078,92948,920,2019-08-01
31079,92954,76,2019-11-06
31080,92957,119,2019-03-15
31081,92958,987,2019-08-12
31082,92962,741,2019-10-19
31083,92967,471,2019-12-01
31084,92970,177,2019-06-09
31085,92973,866,2019-06-20
31086,92974,88,2019-09-14
31087,92975,177,2019-02-20
31088,92981,743,2019-08-11
31089,92982,649,2019-07-29
31090,92988,158,2019-06-20
31091,92989,117,2019-07-20
31092,92992,658,2019-10-24
31093,92995,558,2019-03-19
31094,93002,431,2018-12-03
31095,93003,471,2019-05-28
31096,93006,953,2018-12-13
31097,93010,694,2019-07-16
31098,93012,488,2019-09-23
31099,93014,865,2019-01-07
31100,93019,192,2019-05-11
31101,93020,592,2018-12-29
31102,93022,239,2019-01-02
31103,93024,379,2019-07-03
31104,93025,441,2019-05-12
31105,93032,861,2019-07-24
31106,93033,652,2019-06-26
31107,93035,705,2019-11-20
31108,93041,499,2019-01-09
31109,93049,953,2019-06-24
31110,93052,125,2019-06-19
31111,93054,498,2019-09-15
31112,93055,172,2019-02-05
31113,93057,361,2019-07-27
31114,93059,74,2019-08-05
31115,93065,522,2019-04-11
31116,93067,490,2019-08-03
31117,93069,456,2019-01-31
31118,93072,848,2019-01-08
31119,93075,839,2019-06-19
31120,93076,754,2019-10-11
31121,93079,298,2019-03-03
31122,93084,84,2019-06-20
31123,93086,482,2019-06-15
31124,93087,32,2019-09-10
31125,93090,669,2019-10-03
31126,93095,722,2019-04-15
31127,93096,446,2019-09-19
31128,93097,81,2019-09-16
31129,93100,88,2019-10-24
31130,93101,639,2019-04-28
31131,93104,695,2019-06-01
31132,93106,272,2019-04-06
31133,93107,407,2019-09-30
31134,93109,458,2019-05-23
31135,93114,140,2019-06-18
31136,93115,736,2019-06-23
31137,93116,983,2019-11-26
31138,93119,262,2019-03-02
31139,93125,988,2018-12-30
31140,93127,848,2019-06-05
31141,93133,402,2019-04-29
31142,93134,13,2019-03-27
31143,93139,668,2019-05-25
31144,93143,428,2019-05-25
31145,93146,365,2018-12-25
31146,93149,747,2019-07-20
31147,93151,3,2019-01-10
31148,93152,696,2019-03-17
31149,93153,556,2019-11-22
31150,93156,741,2019-05-25
31151,93161,472,2019-09-07
31152,93168,456,2019-11-16
31153,93170,191,2019-01-13
31154,93177,607,2019-11-02
31155,93182,65,2019-08-02
31156,93183,826,2019-05-12
31157,93187,893,2019-02-17
31158,93188,582,2019-07-04
31159,93194,497,2019-10-04
31160,93195,179,2019-10-14
31161,93203,557,2019-07-14
31162,93204,139,2019-09-17
31163,93207,912,2019-07-09
31164,93210,422,2019-09-25
31165,93214,941,2019-01-11
31166,93216,815,2019-06-05
31167,93218,719,2018-12-02
31168,93219,670,2019-09-19
31169,93220,899,2019-02-05
31170,93222,881,2019-07-15
31171,93224,996,2018-12-06
31172,93226,173,2019-02-19
31173,93228,99,2019-10-01
31174,93229,248,2019-07-01
31175,93233,899,2019-06-06
31176,93234,101,2019-02-20
31177,93235,345,2019-05-11
31178,93236,566,2019-05-20
31179,93237,178,2019-11-23
31180,93241,152,2019-01-12
31181,93243,618,2019-08-20
31182,93250,377,2019-05-16
31183,93251,791,2019-04-11
31184,93252,298,2019-10-31
31185,93255,62,2019-10-30
31186,93258,658,2019-09-06
31187,93260,586,2019-07-28
31188,93261,140,2019-05-14
31189,93267,867,2019-08-12
31190,93269,733,2019-06-30
31191,93272,371,2019-03-11
31192,93273,374,2019-02-22
31193,93277,815,2019-06-03
31194,93279,142,2019-09-05
31195,93281,534,2018-12-11
31196,93287,106,2019-07-28
31197,93292,913,2019-08-13
31198,93293,688,2019-08-06
31199,93297,579,2019-03-21
31200,93298,223,2019-05-20
31201,93305,794,2019-06-27
31202,93307,897,2019-07-06
31203,93311,109,2019-06-12
31204,93314,199,2019-01-09
31205,93316,218,2019-11-06
31206,93322,784,2019-11-18
31207,93328,692,2018-12-22
31208,93333,154,2019-06-03
31209,93337,575,2019-04-09
31210,93346,110,2019-06-29
31211,93354,931,2019-10-20
31212,93356,48,2019-11-09
31213,93357,466,2019-01-19
31214,93360,249,2019-12-01
31215,93361,180,2019-03-16
31216,93368,164,2019-11-13
31217,93369,666,2019-07-30
31218,93373,271,2019-09-24
31219,93378,635,2019-08-14
31220,93383,863,2019-06-21
31221,93384,518,2018-12-24
31222,93389,260,2019-03-17
31223,93390,277,2019-11-16
31224,93391,905,2019-04-11
31225,93396,497,2018-12-12
31226,93399,702,2019-05-23
31227,93401,21,2018-12-27
31228,93404,810,2019-03-10
31229,93407,768,2019-09-16
31230,93410,197,2018-12-15
31231,93418,318,2019-01-08
31232,93420,825,2019-10-05
31233,93428,753,2019-02-02
31234,93429,339,2019-02-16
31235,93433,815,2019-02-19
31236,93435,203,2019-10-31
31237,93438,687,2019-07-22
31238,93439,10,2019-06-24
31239,93442,301,2019-08-31
31240,93444,373,2019-11-23
31241,93445,967,2019-04-27
31242,93446,415,2019-11-17
31243,93447,352,2019-04-07
31244,93448,439,2019-01-04
31245,93449,181,2018-12-27
31246,93450,16,2019-06-05
31247,93451,515,2019-05-31
31248,93453,450,2019-03-13
31249,93454,180,2019-07-25
31250,93470,606,2019-11-28
31251,93474,951,2018-12-28
31252,93476,963,2019-06-10
31253,93477,354,2018-12-31
31254,93482,388,2019-07-24
31255,93484,416,2019-04-09
31256,93487,154,2019-09-27
31257,93490,795,2019-04-09
31258,93498,818,2019-06-18
31259,93499,908,2019-09-10
31260,93501,816,2019-01-04
31261,93503,966,2019-08-04
31262,93514,581,2019-10-22
31263,93518,903,2019-11-17
31264,93523,286,2019-03-13
31265,93524,869,2019-08-17
31266,93527,469,2019-10-06
31267,93530,362,2019-02-12
31268,93531,129,2018-12-06
31269,93533,406,2019-01-10
31270,93537,844,2018-12-14
31271,93538,95,2019-06-28
31272,93541,481,2019-11-06
31273,93542,243,2019-07-25
31274,93545,529,2019-11-16
31275,93550,164,2019-05-31
31276,93551,539,2019-08-09
31277,93553,389,2019-07-18
31278,93558,242,2019-06-11
31279,93559,115,2018-12-25
31280,93563,748,2019-08-23
31281,93564,821,2019-04-11
31282,93567,100,2019-06-19
31283,93569,701,2019-05-19
31284,93579,623,2019-01-05
31285,93580,761,2019-05-31
31286,93582,164,2019-08-13
31287,93586,455,2019-06-29
31288,93588,181,2019-05-14
31289,93589,54,2019-07-09
31290,93591,581,2019-01-16
31291,93597,939,2019-02-24
31292,93600,463,2019-05-08
31293,93602,691,2018-12-04
31294,93603,290,2019-06-10
31295,93604,743,2018-12-03
31296,93605,498,2019-05-04
31297,93606,416,2019-11-21
31298,93609,423,2019-04-10
31299,93615,31,2019-01-30
31300,93616,388,2019-06-10
31301,93620,139,2019-08-30
31302,93621,823,2019-01-30
31303,93622,115,2019-07-05
31304,93623,888,2019-07-01
31305,93628,573,2019-01-25
31306,93629,103,2019-08-13
31307,93632,778,2019-06-20
31308,93633,29,2019-08-24
31309,93635,763,2019-03-01
31310,93638,331,2019-06-15
31311,93647,849,2019-12-01
31312,93648,774,2019-10-23
31313,93649,206,2019-11-24
31314,93652,180,2018-12-17
31315,93653,71,2019-04-21
31316,93654,570,2019-04-12
31317,93655,130,2018-12-15
31318,93656,832,2019-05-04
31319,93663,52,2019-10-06
31320,93664,316,2019-04-10
31321,93665,854,2019-04-23
31322,93669,730,2019-08-24
31323,93674,680,2019-10-09
31324,93682,749,2019-06-25
31325,93693,992,2019-09-02
31326,93695,55,2019-10-11
31327,93696,9,2019-03-10
31328,93697,570,2018-12-20
31329,93701,850,2019-05-15
31330,93707,272,2019-09-10
31331,93711,505,2019-10-07
31332,93715,534,2019-08-29
31333,93717,525,2019-03-16
31334,93718,413,2019-10-28
31335,93719,789,2019-05-01
31336,93720,10,2019-10-11
31337,93728,918,2019-01-20
31338,93729,482,2019-06-07
31339,93730,951,2019-05-11
31340,93731,234,2018-12-09
31341,93732,197,2019-07-16
31342,93734,218,2019-01-29
31343,93735,218,2019-07-23
31344,93738,749,2019-04-12
31345,93740,40,2019-01-08
31346,93741,703,2018-12-16
31347,93744,655,2019-07-09
31348,93746,46,2019-03-05
31349,93747,635,2019-09-14
31350,93748,648,2019-07-19
31351,93749,533,2019-01-26
31352,93752,734,2019-03-26
31353,93754,739,2019-02-19
31354,93759,782,2019-05-31
31355,93760,170,2019-07-23
31356,93761,319,2019-08-30
31357,93769,526,2019-07-30
31358,93770,377,2018-12-15
31359,93772,716,2019-07-30
31360,93778,614,2019-05-15
31361,93782,171,2019-05-31
31362,93790,526,2019-05-23
31363,93793,519,2019-07-18
31364,93794,479,2019-02-17
31365,93796,471,2019-02-21
31366,93799,197,2019-02-23
31367,93802,441,2019-08-22
31368,93805,546,2019-04-22
31369,93815,763,2019-08-15
31370,93822,540,2019-01-20
31371,93824,15,2019-06-21
31372,93827,726,2019-10-01
31373,93828,340,2019-04-07
31374,93830,470,2019-07-02
31375,93831,894,2019-08-23
31376,93834,810,2019-01-03
31377,93840,75,2019-08-29
31378,93845,192,2019-05-20
31379,93849,826,2019-07-15
31380,93856,331,2019-08-07
31381,93857,318,2019-02-10
31382,93861,220,2019-09-02
31383,93862,51,2019-01-16
31384,93865,111,2019-08-03
31385,93866,615,2019-06-30
31386,93867,352,2019-07-14
31387,93870,641,2019-08-07
31388,93871,956,2019-08-27
31389,93872,37,2019-09-26
31390,93874,947,2019-08-26
31391,93876,487,2018-12-16
31392,93877,856,2019-09-08
31393,93878,612,2019-03-02
31394,93883,462,2019-03-24
31395,93886,76,2019-08-10
31396,93888,48,2019-03-23
31397,93891,95,2019-07-29
31398,93893,491,2018-12-18
31399,93897,881,2019-10-26
31400,93900,971,2019-05-13
31401,93903,204,2019-02-25
31402,93915,680,2019-06-24
31403,93918,521,2019-10-15
31404,93921,231,2019-07-29
31405,93926,25,2019-08-23
31406,93931,438,2019-02-07
31407,93935,179,2019-06-04
31408,93942,555,2019-08-29
31409,93950,96,2019-07-25
31410,93953,534,2019-11-12
31411,93954,247,2019-05-16
31412,93956,652,2019-02-03
31413,93959,172,2019-05-15
31414,93960,606,2019-07-20
31415,93961,58,2019-01-21
31416,93962,946,2019-04-16
31417,93963,471,2019-10-25
31418,93965,727,2019-10-19
31419,93967,334,2019-07-12
31420,93968,102,2018-12-17
31421,93969,389,2018-12-09
31422,93971,758,2019-02-12
31423,93972,951,2019-07-10
31424,93973,759,2019-10-09
31425,93977,87,2019-10-24
31426,93978,45,2019-03-02
31427,93981,797,2019-04-23
31428,93984,971,2019-08-04
31429,93985,933,2019-05-20
31430,93986,237,2019-08-11
31431,93987,468,2019-04-08
31432,93989,292,2019-05-15
31433,93995,80,2018-12-25
31434,93997,574,2019-05-02
31435,94000,988,2019-03-23
31436,94006,489,2019-02-16
31437,94012,842,2019-03-28
31438,94013,545,2019-08-04
31439,94018,346,2019-01-29
31440,94019,744,2019-09-30
31441,94020,115,2019-06-18
31442,94021,357,2019-05-17
31443,94023,850,2019-08-28
31444,94025,659,2019-04-02
31445,94026,701,2018-12-24
31446,94030,795,2019-06-07
31447,94032,279,2019-11-05
31448,94035,777,2018-12-29
31449,94036,151,2019-08-01
31450,94037,444,2019-04-28
31451,94038,332,2019-07-16
31452,94040,380,2019-06-14
31453,94048,969,2019-08-01
31454,94051,632,2018-12-20
31455,94058,762,2018-12-29
31456,94064,189,2019-06-19
31457,94066,569,2019-11-04
31458,94073,947,2019-06-27
31459,94075,831,2019-10-19
31460,94076,205,2019-05-23
31461,94078,598,2019-09-01
31462,94080,294,2019-06-27
31463,94081,539,2019-03-23
31464,94084,785,2019-03-25
31465,94087,744,2019-04-09
31466,94088,837,2019-11-05
31467,94091,618,2019-08-30
31468,94094,749,2019-11-21
31469,94096,760,2019-01-06
31470,94097,879,2019-05-24
31471,94099,216,2018-12-20
31472,94104,611,2019-02-16
31473,94107,991,2019-04-18
31474,94108,478,2019-06-07
31475,94112,31,2019-08-14
31476,94113,799,2019-05-18
31477,94118,629,2018-12-22
31478,94121,178,2019-04-05
31479,94123,179,2019-11-30
31480,94124,623,2019-07-03
31481,94126,964,2019-08-30
31482,94127,813,2018-12-04
31483,94128,217,2019-02-27
31484,94129,380,2019-11-29
31485,94130,449,2019-11-18
31486,94135,221,2019-05-06
31487,94138,415,2019-05-17
31488,94140,642,2019-09-14
31489,94142,344,2019-01-07
31490,94150,522,2018-12-18
31491,94151,230,2019-08-13
31492,94152,633,2019-11-13
31493,94154,642,2019-10-24
31494,94155,205,2019-06-26
31495,94159,228,2019-10-03
31496,94164,731,2019-08-02
31497,94165,198,2019-01-26
31498,94176,723,2019-03-16
31499,94179,255,2019-01-07
31500,94180,481,2019-03-04
31501,94182,950,2019-04-04
31502,94186,641,2019-11-01
31503,94190,583,2019-09-30
31504,94191,73,2019-01-09
31505,94196,871,2019-08-27
31506,94197,923,2019-08-23
31507,94199,692,2019-08-10
31508,94202,131,2019-06-27
31509,94203,779,2019-02-25
31510,94204,238,2019-05-25
31511,94205,471,2019-03-14
31512,94206,590,2019-08-17
31513,94208,800,2019-02-20
31514,94214,525,2019-10-24
31515,94217,248,2019-09-24
31516,94224,186,2019-01-04
31517,94229,399,2019-11-13
31518,94231,270,2019-01-16
31519,94237,200,2019-10-20
31520,94238,556,2019-03-25
31521,94239,532,2019-11-09
31522,94240,435,2019-04-26
31523,94243,348,2019-08-13
31524,94244,217,2019-06-14
31525,94245,372,2019-05-13
31526,94248,512,2019-09-21
31527,94251,415,2019-07-26
31528,94255,454,2019-11-21
31529,94257,195,2019-06-04
31530,94258,516,2019-07-21
31531,94262,381,2019-11-03
31532,94266,820,2019-09-25
31533,94269,467,2019-07-07
31534,94271,830,2019-08-06
31535,94276,430,2019-01-12
31536,94277,998,2018-12-05
31537,94278,466,2019-04-01
31538,94280,1000,2019-01-13
31539,94288,429,2019-03-24
31540,94289,792,2019-10-28
31541,94290,787,2019-10-09
31542,94291,349,2019-06-30
31543,94294,549,2019-07-16
31544,94295,154,2019-07-27
31545,94296,254,2019-07-03
31546,94298,625,2019-01-20
31547,94300,914,2019-05-03
31548,94302,313,2019-08-16
31549,94303,481,2019-03-06
31550,94304,644,2019-11-06
31551,94305,387,2019-02-14
31552,94306,743,2019-11-18
31553,94307,807,2019-10-14
31554,94309,256,2019-05-13
31555,94313,768,2019-10-06
31556,94314,110,2018-12-23
31557,94319,104,2019-05-01
31558,94321,957,2019-01-16
31559,94323,443,2019-01-27
31560,94324,729,2019-02-23
31561,94326,973,2019-03-02
31562,94330,64,2019-01-03
31563,94336,606,2019-05-09
31564,94338,172,2019-10-30
31565,94339,500,2019-06-14
31566,94342,822,2018-12-30
31567,94344,202,2019-01-12
31568,94345,101,2019-02-17
31569,94354,891,2019-04-15
31570,94355,802,2019-04-24
31571,94357,852,2019-07-17
31572,94360,638,2018-12-12
31573,94366,54,2019-08-06
31574,94368,338,2019-05-01
31575,94370,467,2019-08-28
31576,94378,424,2019-08-09
31577,94381,283,2019-06-28
31578,94382,666,2019-04-24
31579,94383,897,2019-01-03
31580,94386,276,2019-09-29
31581,94388,927,2019-10-19
31582,94389,528,2019-07-27
31583,94390,540,2019-10-09
31584,94392,587,2019-04-07
31585,94396,945,2019-02-11
31586,94398,607,2019-10-26
31587,94399,874,2019-05-01
31588,94402,677,2019-05-31
31589,94403,750,2018-12-22
31590,94411,894,2019-01-25
31591,94412,973,2019-11-18
31592,94413,4,2019-05-04
31593,94414,88,2019-01-05
31594,94415,74,2019-10-25
31595,94418,137,2019-01-19
31596,94427,619,2019-02-10
31597,94428,841,2019-11-30
31598,94430,812,2019-10-17
31599,94432,654,2019-04-28
31600,94436,79,2019-07-11
31601,94440,817,2019-10-28
31602,94442,768,2019-04-10
31603,94444,740,2019-10-04
31604,94445,1000,2018-12-13
31605,94449,941,2019-04-22
31606,94450,853,2019-03-11
31607,94452,100,2019-01-19
31608,94457,10,2019-09-15
31609,94460,34,2019-04-13
31610,94461,600,2019-09-01
31611,94465,443,2019-08-19
31612,94466,467,2019-11-02
31613,94469,969,2019-11-18
31614,94474,904,2019-09-25
31615,94476,410,2019-07-10
31616,94478,655,2019-11-15
31617,94480,355,2019-03-24
31618,94481,252,2018-12-01
31619,94492,521,2019-05-28
31620,94501,865,2018-12-07
31621,94509,414,2019-07-25
31622,94510,87,2019-11-29
31623,94517,428,2019-09-17
31624,94518,810,2019-03-12
31625,94524,898,2019-06-18
31626,94528,448,2019-03-09
31627,94529,541,2019-02-04
31628,94531,131,2019-07-22
31629,94532,762,2019-01-19
31630,94535,290,2019-08-21
31631,94542,438,2018-12-24
31632,94544,26,2019-08-31
31633,94551,267,2019-01-11
31634,94553,691,2019-06-27
31635,94558,214,2019-06-12
31636,94561,925,2019-02-19
31637,94563,343,2019-10-09
31638,94566,131,2019-11-27
31639,94567,45,2019-09-01
31640,94569,968,2019-07-14
31641,94570,31,2019-11-07
31642,94571,739,2019-01-05
31643,94573,188,2019-02-15
31644,94574,466,2019-02-06
31645,94577,837,2019-08-12
31646,94587,312,2019-06-22
31647,94588,617,2019-08-16
31648,94589,50,2019-07-22
31649,94597,405,2019-08-12
31650,94598,208,2019-05-21
31651,94609,468,2019-03-10
31652,94610,393,2019-03-03
31653,94611,431,2019-01-06
31654,94614,934,2019-04-13
31655,94617,715,2019-03-27
31656,94619,432,2019-08-24
31657,94620,669,2019-01-11
31658,94622,991,2019-09-30
31659,94624,340,2018-12-04
31660,94627,156,2019-09-12
31661,94629,901,2018-12-21
31662,94632,796,2019-08-16
31663,94634,352,2019-08-31
31664,94638,615,2019-04-02
31665,94639,129,2019-03-16
31666,94640,863,2019-04-17
31667,94643,138,2019-02-12
31668,94646,514,2019-07-05
31669,94648,908,2019-11-08
31670,94649,893,2019-09-23
31671,94654,491,2019-05-06
31672,94656,141,2019-07-27
31673,94658,537,2019-11-12
31674,94659,846,2019-03-26
31675,94661,525,2019-08-16
31676,94665,807,2019-02-10
31677,94668,332,2019-08-05
31678,94669,502,2019-11-28
31679,94674,811,2019-02-08
31680,94676,875,2019-03-31
31681,94677,122,2019-10-27
31682,94678,712,2019-07-17
31683,94688,12,2019-11-08
31684,94693,164,2019-09-17
